full_run_id,candidate_num,source_file,question_index_in_file,question_text,answer_text,difficulty,raw_question_data,source_chapters,source_quote
ex_temperature__07_v1.3,1,ex_temperature__07_v1.3_candidate_1.json,5,Why did Lord Voldemort kill Bertha Jorkins instead of simply modifying her memory?,"He killed her because his intense questioning left her ""fit for nothing."" Furthermore, he knew that Memory Charms could be broken by powerful wizards, making it a risk to let her live, as she could potentially reveal what she knew about him and Wormtail.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Hard"", ""question"": ""Why did Lord Voldemort kill Bertha Jorkins instead of simply modifying her memory?"", ""answer"": ""He killed her because his intense questioning left her \""fit for nothing.\"" Furthermore, he knew that Memory Charms could be broken by powerful wizards, making it a risk to let her live, as she could potentially reveal what she knew about him and Wormtail."", ""answer_variations"": [""Voldemort stated that his questioning had rendered her useless, and he couldn't risk modifying her memory because a powerful wizard could break the charm."", ""He murdered her because she was \""quite useless\"" after he extracted information, and he believed modifying her memory was unreliable against powerful wizards."", ""After his interrogation, Bertha was no longer useful, and he killed her to ensure she couldn't report her encounter with the supposedly dead Wormtail, as he didn't trust Memory Charms."", ""He explained that he had to kill her because she was ruined by his questioning and because Memory Charms are not foolproof, especially against skilled wizards.""], ""source_reference"": ""Goblet of Fire, The Riddle House"", ""source_quote"": ""\""I killed Bertha because I had to. She was fit for nothing after my questioning, quite useless. In any case, awkward questions would have been asked if she had gone back to the Ministry with the news that she had met you on her holidays... We could have modified her memory? But Memory Charms can be broken by a powerful wizard, as I proved when I questioned her.\""""}","Goblet of Fire, The Riddle House","""I killed Bertha because I had to. She was fit for nothing after my questioning, quite useless. In any case, awkward questions would have been asked if she had gone back to the Ministry with the news that she had met you on her holidays... We could have modified her memory? But Memory Charms can be broken by a powerful wizard, as I proved when I questioned her."""
ex_temperature__02_baseline_v1.1,3,ex_temperature__02_baseline_v1.1_candidate_3.json,0,How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?,"He maintained his sanity by focusing on his innocence, a non-happy thought Dementors couldn't consume. This allowed him to transform into his dog Animagus form, whose simpler emotions confused the Dementors, enabling him to slip past them when his cell door was opened.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Hard"", ""question"": ""How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?"", ""answer"": ""He maintained his sanity by focusing on his innocence, a non-happy thought Dementors couldn't consume. This allowed him to transform into his dog Animagus form, whose simpler emotions confused the Dementors, enabling him to slip past them when his cell door was opened."", ""answer_variations"": [""By clinging to the knowledge of his innocence, a thought devoid of happiness, he kept his mind and powers, allowing him to become a dog. The Dementors couldn't properly sense his less complex animal emotions, so he escaped when food was delivered."", ""His Animagus ability was key; as a dog, his emotions were less human and complex, which baffled the Dementors. He sustained this ability by focusing on the truth of his innocence, a thought that didn't provide nourishment for the guards."", ""He transformed into a dog in his cell. Because Dementors feed on complex human emotions, his simpler canine feelings went largely unnoticed, allowing him to slip by them. He kept his sanity and powers by constantly reminding himself he was innocent."", ""Sirius escaped by turning into a dog. This transformation was possible because he held onto the non-happy thought of his innocence, which protected his mind from the Dementors and made his emotional signature too simple for them to track effectively.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... but it kept me sane and knowing who I am... helped me keep my powers... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They feel their way toward people by feeding off their emotions.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog...""}","Prisoner of Azkaban, Chapter 19","I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... but it kept me sane and knowing who I am... helped me keep my powers... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They feel their way toward people by feeding off their emotions.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog..."
ex_temperature__02_baseline_v1.1,3,ex_temperature__02_baseline_v1.1_candidate_3.json,1,Why did Harry intervene to stop Sirius and Lupin from killing Peter Pettigrew?,"Harry believed that his father, James Potter, would not have wanted his best friends, Sirius and Lupin, to become murderers for the sake of someone like Pettigrew.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why did Harry intervene to stop Sirius and Lupin from killing Peter Pettigrew?"", ""answer"": ""Harry believed that his father, James Potter, would not have wanted his best friends, Sirius and Lupin, to become murderers for the sake of someone like Pettigrew."", ""answer_variations"": [""He stopped them because he felt his father wouldn't have wanted his friends to commit murder, even to avenge him."", ""His decision was based on the conviction that James Potter would not have wanted Sirius and Lupin to taint themselves by becoming killers."", ""Harry acted out of respect for his father's memory, believing James would have preferred mercy over his friends becoming murderers."", ""He prevented Pettigrew's death because he didn't think his dad would have wanted his friends to kill on his behalf.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.""}","Prisoner of Azkaban, Chapter 19",I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.
ex_temperature__02_baseline_v1.1,3,ex_temperature__02_baseline_v1.1_candidate_3.json,2,"How did Professor Snape locate Lupin, Sirius, and the students in the Shrieking Shack?","He went to Lupin's office to deliver the Wolfsbane Potion that Lupin had forgotten to take. While there, he discovered the Marauder's Map on the desk, which revealed their location and route through the secret passageway.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Professor Snape locate Lupin, Sirius, and the students in the Shrieking Shack?"", ""answer"": ""He went to Lupin's office to deliver the Wolfsbane Potion that Lupin had forgotten to take. While there, he discovered the Marauder's Map on the desk, which revealed their location and route through the secret passageway."", ""answer_variations"": [""Snape found the Marauder's Map in Lupin's office after going there with the Wolfsbane Potion and saw everyone moving through the passage to the Shrieking Shack."", ""He discovered their whereabouts by finding the Marauder's Map in Lupin's office when he brought the forgotten potion, which showed him exactly where they were."", ""Upon bringing Lupin his forgotten potion, Snape spotted the Marauder's Map on the desk and used it to track the group to the Shrieking Shack."", ""He located them because he found the Marauder's Map in Lupin's office. He had gone there to give Lupin his potion and saw on the map that they were in the secret tunnel.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight.""}","Prisoner of Azkaban, Chapter 19","I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight."
ex_temperature__02_baseline_v1.1,3,ex_temperature__02_baseline_v1.1_candidate_3.json,3,"How did Sirius Black, while in Azkaban, discover that Peter Pettigrew was still alive?","Cornelius Fudge gave him a newspaper during an inspection of Azkaban. Sirius saw a photograph of the Weasley family on the front page and immediately recognized Ron's pet rat, Scabbers, as Pettigrew in his Animagus form.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Sirius Black, while in Azkaban, discover that Peter Pettigrew was still alive?"", ""answer"": ""Cornelius Fudge gave him a newspaper during an inspection of Azkaban. Sirius saw a photograph of the Weasley family on the front page and immediately recognized Ron's pet rat, Scabbers, as Pettigrew in his Animagus form."", ""answer_variations"": [""He saw a picture of the Weasley family in a Daily Prophet newspaper provided by Fudge and identified Scabbers as Pettigrew's rat form."", ""During a visit from Cornelius Fudge, Sirius was given a newspaper that featured a photo of the Weasleys, where he spotted Peter Pettigrew disguised as the family's pet rat."", ""He learned Pettigrew was alive from a newspaper Fudge gave him in prison; a front-page photo showed Pettigrew in his rat form on Ron Weasley's shoulder."", ""Sirius recognized Pettigrew in a Daily Prophet photograph of the Weasley family that he got from Fudge, noticing the rat on Ron's shoulder was his old friend.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""Fudge,\"" said Black. \""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform?""}","Prisoner of Azkaban, Chapter 19","Fudge,"" said Black. ""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform?"
ex_temperature__02_baseline_v1.1,3,ex_temperature__02_baseline_v1.1_candidate_3.json,4,Why were the police forced to release Frank Bryce after he was arrested for the murders of the Riddle family?,"The official medical report concluded that the Riddles had not been poisoned, stabbed, or harmed in any discernible way. With no physical evidence of a crime or a cause of death, the police had no proof a murder had even been committed.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""Why were the police forced to release Frank Bryce after he was arrested for the murders of the Riddle family?"", ""answer"": ""The official medical report concluded that the Riddles had not been poisoned, stabbed, or harmed in any discernible way. With no physical evidence of a crime or a cause of death, the police had no proof a murder had even been committed."", ""answer_variations"": [""He was released because the doctors' examination of the bodies found no evidence of injury or poison, leaving the police without proof that a murder had occurred."", ""Frank Bryce was let go because the autopsy report was inconclusive; it stated the Riddles were in perfect health apart from being dead, so there was no evidence of foul play."", ""The police had to release him due to a baffling medical report which found no cause of death for the Riddles, meaning there was no proof to support a murder charge."", ""Because the official examination of the Riddles' bodies could not identify any cause of death and found no signs of harm, the police lacked the evidence needed to prosecute Frank.""], ""source_reference"": ""Goblet of Fire, Chapter 1"", ""source_quote"": ""A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all. In fact (the report continued, in a tone of unmistakable bewilderment), the Riddles all appeared to be in perfet health -- apart from the fact that they were all dead. ... As there was no proof that the Riddles had been murdered at all, the police were forced to let Frank go.""}","Goblet of Fire, Chapter 1","A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all. In fact (the report continued, in a tone of unmistakable bewilderment), the Riddles all appeared to be in perfet health -- apart from the fact that they were all dead. ... As there was no proof that the Riddles had been murdered at all, the police were forced to let Frank go."
ex_temperature__02_baseline_v1.1,3,ex_temperature__02_baseline_v1.1_candidate_3.json,5,"In the Riddle House, why did Lord Voldemort tell Wormtail they had to wait until after the Quidditch World Cup to enact their plan?","Voldemort reasoned that with wizards pouring into the country for the World Cup, the Ministry of Magic would be on high alert, making it too risky to act. They would be obsessed with security and checking identities, increasing the chances of being discovered.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""In the Riddle House, why did Lord Voldemort tell Wormtail they had to wait until after the Quidditch World Cup to enact their plan?"", ""answer"": ""Voldemort reasoned that with wizards pouring into the country for the World Cup, the Ministry of Magic would be on high alert, making it too risky to act. They would be obsessed with security and checking identities, increasing the chances of being discovered."", ""answer_variations"": [""He delayed the plan because the influx of wizards for the World Cup meant heightened security and vigilance from the Ministry of Magic."", ""Voldemort decided to wait because the Ministry would be on high alert for unusual activity with so many foreign wizards in the country for the Quidditch World Cup."", ""The plan was postponed because the Quidditch World Cup brought intense scrutiny from the Ministry of Magic, which was checking identities and monitoring for trouble."", ""He chose to wait because the Ministry's security would be at its peak during the World Cup, as they watched for any disturbances caused by the gathering of wizards.""], ""source_reference"": ""Goblet of Fire, Chapter 1"", ""source_quote"": ""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait.""}","Goblet of Fire, Chapter 1","Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait."
ex_temperature__05_v1.2,1,ex_temperature__05_v1.2_candidate_1.json,0,"How did Professor Snape locate Lupin, Sirius, and the students in the Shrieking Shack?",He went to Lupin's office to deliver the forgotten Wolfsbane Potion and found the Marauder's Map on the desk. A glance at the map showed him their location in the secret passageway leading to the shack.,Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Professor Snape locate Lupin, Sirius, and the students in the Shrieking Shack?"", ""answer"": ""He went to Lupin's office to deliver the forgotten Wolfsbane Potion and found the Marauder's Map on the desk. A glance at the map showed him their location in the secret passageway leading to the shack."", ""answer_variations"": [""Snape discovered their whereabouts by finding the Marauder's Map in Lupin's office after bringing him the Wolfsbane Potion."", ""He found the Marauder's Map lying on Lupin's desk, which revealed the secret passage and their presence within it."", ""When delivering the Wolfsbane Potion to Lupin's office, Snape saw the Marauder's Map and used it to track them to the Shrieking Shack."", ""He saw them on the Marauder's Map, which Lupin had accidentally left out, after going to his office with the potion.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight.""}",{book_and_chapter},"I've just been to your office, Lupin. You forgot to take your potion tonight, so I took a gobletful along. And very lucky I did... lucky for me, I mean. Lying on your desk was a certain map. One glance at it told me all I needed to know. I saw you running along this passageway and out of sight."
ex_temperature__05_v1.2,1,ex_temperature__05_v1.2_candidate_1.json,1,"Why did Peter Pettigrew, disguised as Scabbers, never try to harm Harry during the years he lived in the Gryffindor dormitory?","Pettigrew was a coward who only served a powerful master. With Voldemort believed to be powerless and in hiding, Pettigrew saw no benefit in attacking Harry under Dumbledore's protection and was waiting to see if Voldemort would regain his strength.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why did Peter Pettigrew, disguised as Scabbers, never try to harm Harry during the years he lived in the Gryffindor dormitory?"", ""answer"": ""Pettigrew was a coward who only served a powerful master. With Voldemort believed to be powerless and in hiding, Pettigrew saw no benefit in attacking Harry under Dumbledore's protection and was waiting to see if Voldemort would regain his strength."", ""answer_variations"": [""He didn't act because Voldemort was a 'wreck of a wizard' who had lost his power, and Pettigrew was too cowardly to commit murder under Dumbledore's nose without a strong protector."", ""Pettigrew was waiting to be sure Voldemort was regaining power before rejoining him; he wouldn't risk harming Harry for a master who couldn't protect him."", ""His inaction was due to cowardice and self-preservation; he wouldn't risk attacking Harry for a powerless Voldemort and was instead keeping an ear out for news of his master's return."", ""He refrained from harming Harry because he only acts when he can see a personal benefit, and with Voldemort gone, there was no advantage to be gained from such a risky move.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""Because you never did anything for anyone unless you could see what was in it for you. Voldemort's been in hiding for fifteen years, they say he's half dead. You weren't about to commit murder right under Albus Dumbledore's nose, for a wreck of a wizard who'd lost all of his power, were you? You'd want to be quite sure he was the biggest bully in the playground before you went back to him, wouldn't you?""}",{book_and_chapter},"Because you never did anything for anyone unless you could see what was in it for you. Voldemort's been in hiding for fifteen years, they say he's half dead. You weren't about to commit murder right under Albus Dumbledore's nose, for a wreck of a wizard who'd lost all of his power, were you? You'd want to be quite sure he was the biggest bully in the playground before you went back to him, wouldn't you?"
ex_temperature__05_v1.2,1,ex_temperature__05_v1.2_candidate_1.json,2,How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?,"He maintained his sanity by focusing on his innocence, a thought Dementors couldn't consume. He would transform into his dog Animagus form, whose less complex emotions confused the Dementors. When he grew thin enough, he slipped past them as a dog when they opened his cell door.",Hard,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Hard"", ""question"": ""How was Sirius Black able to escape from the Dementor-guarded prison of Azkaban?"", ""answer"": ""He maintained his sanity by focusing on his innocence, a thought Dementors couldn't consume. He would transform into his dog Animagus form, whose less complex emotions confused the Dementors. When he grew thin enough, he slipped past them as a dog when they opened his cell door."", ""answer_variations"": [""By transforming into a dog, his emotions became less human, making him harder for the Dementors to sense, which allowed him to slip past them when his cell was opened."", ""His Animagus ability was key; as a dog, his simpler feelings confused the Dementors, and his innocence kept him sane, enabling him to escape."", ""He escaped by turning into his dog form. The Dementors couldn't properly sense his animal emotions, and he used this advantage to get past them when the door was open."", ""Sirius used his Animagus transformation to become a dog, whose emotions were too simple for the Dementors to detect easily, allowing him to escape his cell.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog....""}",{book_and_chapter},"I think the only reason I never lost my mind is that I knew I was innocent. That wasn't a happy thought, so the dementors couldn't suck it out of me... so when it all became ... too much... I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog...."
ex_temperature__05_v1.2,1,ex_temperature__05_v1.2_candidate_1.json,3,Why did Harry stop Sirius and Lupin from killing Peter Pettigrew?,"Harry believed that his father, James Potter, would not have wanted his best friends to become killers on Pettigrew's account.",Easy,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Easy"", ""question"": ""Why did Harry stop Sirius and Lupin from killing Peter Pettigrew?"", ""answer"": ""Harry believed that his father, James Potter, would not have wanted his best friends to become killers on Pettigrew's account."", ""answer_variations"": [""He stopped them because he felt his dad wouldn't want Sirius and Lupin to commit murder, even to avenge him."", ""Harry's decision was based on the belief that his father would not have wanted his friends to taint themselves by killing Pettigrew."", ""He intervened out of respect for his father's memory, concluding James wouldn't have wanted his friends to become killers."", ""He prevented the murder because he reasoned that his father would not have wanted his friends to kill Pettigrew, regardless of his betrayal.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.""}",{book_and_chapter},I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.
ex_temperature__05_v1.2,1,ex_temperature__05_v1.2_candidate_1.json,4,"How was Frank Bryce cleared of the Riddle murders, leading to his release from police custody?","A medical report concluded that none of the Riddles had been harmed in any physical way; they appeared to be in perfect health, aside from being dead. With no proof that a murder had even been committed, the police were forced to release him.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Social & Systemic"", ""difficulty"": ""Medium"", ""question"": ""How was Frank Bryce cleared of the Riddle murders, leading to his release from police custody?"", ""answer"": ""A medical report concluded that none of the Riddles had been harmed in any physical way; they appeared to be in perfect health, aside from being dead. With no proof that a murder had even been committed, the police were forced to release him."", ""answer_variations"": [""He was released because the autopsy report found no cause of death, stating the Riddles were physically unharmed, which meant there was no evidence of murder."", ""The police had to let him go after the coroner's report showed the Riddles had not been poisoned, stabbed, or otherwise injured, leaving no proof of a crime."", ""Frank was cleared when doctors examining the bodies could find no physical cause of death, forcing the police to release him due to a lack of evidence."", ""His release was secured by a perplexing medical report that found the Riddles to be perfectly healthy, apart from being dead, thus providing no proof of murder.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all. In fact (the report continued, in a tone of unmistakable bewilderment), the Riddles all appeared to be in perfet health -- apart from the fact that they were all dead... As there was no proof that the Riddles had been murdered at all, the police were forced to let Frank go.""}",{book_and_chapter},"A team of doctors had examined the bodies and had concluded that none of the Riddles had been poisoned, stabbed, shot, strangles, suffocated, or (as far as they could tell) harmed at all. In fact (the report continued, in a tone of unmistakable bewilderment), the Riddles all appeared to be in perfet health -- apart from the fact that they were all dead... As there was no proof that the Riddles had been murdered at all, the police were forced to let Frank go."
ex_temperature__05_v1.2,1,ex_temperature__05_v1.2_candidate_1.json,5,"In the Riddle House, why did Lord Voldemort decide to wait until after the Quidditch World Cup to execute his plan involving Harry Potter?","Voldemort explained that wizards from all over the world were pouring into the country for the event, meaning the Ministry of Magic would be on high alert, obsessed with security and checking for any unusual activity.",Easy,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Easy"", ""question"": ""In the Riddle House, why did Lord Voldemort decide to wait until after the Quidditch World Cup to execute his plan involving Harry Potter?"", ""answer"": ""Voldemort explained that wizards from all over the world were pouring into the country for the event, meaning the Ministry of Magic would be on high alert, obsessed with security and checking for any unusual activity."", ""answer_variations"": [""He delayed the plan because the massive influx of wizards for the World Cup would lead to heightened security and scrutiny from the Ministry of Magic."", ""Voldemort decided to wait because the Ministry would be on high alert for the World Cup, making it too risky to act with so many wizards in the country."", ""He reasoned that with wizards from around the globe gathering for the World Cup, the Ministry's security measures would be too intense to risk proceeding."", ""The plan was postponed because the Quidditch World Cup brought international wizards and intense Ministry surveillance, making it a dangerous time to operate.""], ""source_reference"": ""{book_and_chapter}"", ""source_quote"": ""Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait.""}",{book_and_chapter},"Because, fool, at this very moment wizards are pouring into the country from all over the world, and every meddler from the Ministry of Magic will be on duty, on the watch for signs of ususual activity, checking and double-checking identities. They will be obsessed with security, lest the Muggles notice anything. So we wait."
ex_temperature__09_v1.4,2,ex_temperature__09_v1.4_candidate_2.json,0,How did Sirius Black discover Peter Pettigrew was alive and at Hogwarts while imprisoned in Azkaban?,"Cornelius Fudge, during an inspection of Azkaban, gave Sirius his copy of the Daily Prophet. Sirius saw a photo of the Weasley family on the front page, with Scabbers (Pettigrew in his rat form) on Ron's shoulder, and recognized him immediately.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Plot Event"", ""difficulty"": ""Medium"", ""question"": ""How did Sirius Black discover Peter Pettigrew was alive and at Hogwarts while imprisoned in Azkaban?"", ""answer"": ""Cornelius Fudge, during an inspection of Azkaban, gave Sirius his copy of the Daily Prophet. Sirius saw a photo of the Weasley family on the front page, with Scabbers (Pettigrew in his rat form) on Ron's shoulder, and recognized him immediately."", ""answer_variations"": [""He saw a picture of Ron Weasley and his family in the Daily Prophet, given to him by Cornelius Fudge, and recognized Peter Pettigrew in his rat form on Ron's shoulder."", ""During a visit, Minister Fudge left his newspaper, which contained a photo of the Weasleys. Sirius saw Scabbers in the photo and knew it was Pettigrew."", ""Sirius spotted Pettigrew as the Weasleys' pet rat in a Daily Prophet photograph that Cornelius Fudge had brought with him to Azkaban."", ""He was given a newspaper by Cornelius Fudge and saw a front-page photograph featuring the Weasley family, where he identified Peter Pettigrew as their pet rat, Scabbers.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""Fudge,\"" said Black. \""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform? And the caption said the boy would be going back to Hogwarts... to where Harry was...""}","Prisoner of Azkaban, Chapter 19","Fudge,"" said Black. ""When he came to inspect Azkaban last year, he gave me his paper. And there was Peter, on the front page on this boy's shoulder... I knew him at once... how many times had I seen him transform? And the caption said the boy would be going back to Hogwarts... to where Harry was..."
ex_temperature__09_v1.4,2,ex_temperature__09_v1.4_candidate_2.json,1,"How was Sirius Black able to escape from Azkaban, a feat no one had accomplished before?","He transformed into his dog form. As an animal, his emotions were less complex and human, which confused the Dementors. This allowed him to maintain his sanity and, when he became thin enough, slip past the guards and through the bars as a dog.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Magical Theory/Lore"", ""difficulty"": ""Medium"", ""question"": ""How was Sirius Black able to escape from Azkaban, a feat no one had accomplished before?"", ""answer"": ""He transformed into his dog form. As an animal, his emotions were less complex and human, which confused the Dementors. This allowed him to maintain his sanity and, when he became thin enough, slip past the guards and through the bars as a dog."", ""answer_variations"": [""By turning into a dog, his feelings became less human, which made it difficult for the Dementors to sense and feed on him, enabling him to slip past them when his cell door was opened."", ""He used his Animagus ability to become a dog; the Dementors couldn't properly sense his less complex animal emotions, so he was able to escape by slipping through the bars while very thin."", ""His escape was possible because he could transform into a dog. In this form, his emotions were simpler, confusing the Dementors and allowing him to pass by them undetected when the opportunity arose."", ""As a dog, his emotional state was less complex, which helped him resist the Dementors' despair-inducing effects and maintain his sanity, eventually allowing him to slip away from them in his weakened, thin state.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog.... I was thin, very thin... thin enough to slip through the bars....""}","Prisoner of Azkaban, Chapter 19","I could transform in my cell... become a dog. Dementors can't see, you know.... They could tell that my feelings were less -- less human, less complex when I was a dog... So, one night when they opened my door to bring food, I slipped past them as a dog.... I was thin, very thin... thin enough to slip through the bars...."
ex_temperature__09_v1.4,2,ex_temperature__09_v1.4_candidate_2.json,2,Why did Harry stop Lupin and Black from killing Peter Pettigrew in the Shrieking Shack?,"Harry didn't believe his father, James, would have wanted his best friends to become killers for the sake of revenge against someone as pathetic as Pettigrew.",Medium,"{""question_type"": ""Explanatory (Why/How)"", ""category"": ""Character Arc/Motive"", ""difficulty"": ""Medium"", ""question"": ""Why did Harry stop Lupin and Black from killing Peter Pettigrew in the Shrieking Shack?"", ""answer"": ""Harry didn't believe his father, James, would have wanted his best friends to become killers for the sake of revenge against someone as pathetic as Pettigrew."", ""answer_variations"": [""He stopped them because he felt his father would not have wanted his friends to commit murder, even to avenge his death."", ""Harry's decision was based on the belief that his own father wouldn't have wanted Sirius and Lupin to stain their hands with murder for Pettigrew."", ""He intervened out of respect for his father's memory, believing James Potter would not have condoned his friends becoming murderers on Pettigrew's account."", ""He saved Pettigrew's life because he didn't think his dad would have wanted his best friends to become killers just for him.""], ""source_reference"": ""Prisoner of Azkaban, Chapter 19"", ""source_quote"": ""I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.""}","Prisoner of Azkaban, Chapter 19",I'm not doing this for you. I'm doing it because -- I don't reckon my dad would've wanted them to become killers -- just for you.
